page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
18259,Eric Koenig (Earth-616),\/Eric_Koenig_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,82,Feb-66,1966
15203,Zheng Zu (Earth-616),\/Zheng_Zu_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,82,Dec-73,1973
2555,Keniuchio Harada (Earth-616),\/Keniuchio_Harada_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,82,Jul-74,1974
1424,Irene Adler (Earth-616),\/Irene_Adler_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,Bisexual Characters,Deceased Characters,82,Jan-81,1981
2109,Marrina Smallwood (Earth-616),\/Marrina_Smallwood_(Earth-616),Secret Identity,Good Characters,Black Eyes,Green Hair,Female Characters,,Living Characters,82,Aug-83,1983
1252,Fred Davis Jr. (Earth-616),\/Fred_Davis_Jr._(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,81,Aug-45,1945
2294,Zelda DuBois (Earth-616),\/Zelda_DuBois_(Earth-616),Public Identity,Bad Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,81,Mar-65,1965
1167,Beyonder (Earth-616),\/Beyonder_(Earth-616),Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,81,May-84,1984
15933,Roxanne Washington (Earth-616),\/Roxanne_Washington_(Earth-616),Secret Identity,,,,Female Characters,Homosexual Characters,Living Characters,81,Aug-05,2005
1628,Bonita Juarez (Earth-616),\/Bonita_Juarez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,80,Nov-81,1981
2632,Surtur (Earth-616),\/Surtur_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,,Deceased Characters,79,Oct-63,1963
2615,Stranger (Cosmic Being) (Earth-616),\/Stranger_(Cosmic_Being)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Living Characters,79,May-65,1965
15200,Brandy Clark (Earth-616),\/Brandy_Clark_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,79,Dec-79,1979
1437,Lillian Crawley (Earth-616),\/Lillian_Crawley_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,79,Aug-83,1983
547405,Ichabod (Earth-616),\/Ichabod_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,78,Dec-48,1948
1345,Russell Collins (Earth-616),\/Russell_Collins_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,78,Feb-86,1986
7720,Michael Badilino (Earth-616),\/Michael_Badilino_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,78,Jan-92,1992
1894,Helen Takahama (Earth-616),\/Helen_Takahama_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,78,Apr-97,1997
502463,En Sabah Nur (Evan Sabahnur) (Earth-616),\/En_Sabah_Nur_(Evan_Sabahnur)_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,78,Jun-11,2011
29159,Dai Thomas (Earth-616),\/Dai_Thomas_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,77,Sep-75,1975
1622,Maria Callasantos (Earth-616),\/Maria_Callasantos_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,77,Mar-91,1991
8653,Sally Avril (Earth-616),\/Sally_Avril_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,76,Aug-62,1962
2508,Ebenezer Laughton (Earth-616),\/Ebenezer_Laughton_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,76,Mar-64,1964
9518,Pluto (Olympian) (Earth-616),\/Pluto_(Olympian)_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,76,Apr-66,1966
1107,Arnim Zola (Earth-616),\/Arnim_Zola_(Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,76,Apr-77,1977
1554,Mariko Yashida (Earth-616),\/Mariko_Yashida_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,76,Feb-79,1979
6830,Dallas Riordan (Earth-616),\/Dallas_Riordan_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,76,Apr-97,1997
1789,Hannibal King (Earth-616),\/Hannibal_King_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,75,Oct-74,1974
1197,Thomas Cassidy (Earth-616),\/Thomas_Cassidy_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,75,Jun-76,1976
2254,Kara Killgrave (Earth-616),\/Kara_Killgrave_(Earth-616),Secret Identity,Good Characters,Purple Eyes,Black Hair,Female Characters,,Living Characters,75,Dec-86,1986
5535,Jess\u00e1n Hoan (Earth-616),\/Jess%C3%A1n_Hoan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,75,May-88,1988
17988,Daisy Johnson (Earth-616),\/Daisy_Johnson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,75,Jul-04,2004
1747,John Horton (Earth-616),\/John_Horton_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Yellow Hair,Male Characters,,Living Characters,74,Nov-72,1972
1304,Cecilia Reyes (Earth-616),\/Cecilia_Reyes_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,74,Jun-97,1997
1149,Barnell Bohusk (Earth-616),\/Barnell_Bohusk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,74,Oct-01,2001
14480,Victor Mancha (Earth-616),\/Victor_Mancha_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,74,Apr-05,2005
7769,Awesome Android (Earth-616),\/Awesome_Android_(Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,73,Jun-63,1963
3333,Samuel Smithers (Earth-616),\/Samuel_Smithers_(Earth-616),Public Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,73,Oct-63,1963
2610,Wilbur Day (Earth-616),\/Wilbur_Day_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,73,Jun-65,1965
2742,Silvio Manfredi (Earth-616),\/Silvio_Manfredi_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,73,Jun-69,1969
2363,Richard Fisk (Earth-616),\/Richard_Fisk_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,73,Apr-70,1970
2401,Edward Whelan (Earth-616),\/Edward_Whelan_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,73,Aug-82,1982
1214,Donald Gill (Earth-616),\/Donald_Gill_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,73,Oct-87,1987
16827,Alani Ryan (Earth-616),\/Alani_Ryan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,73,Jun-04,2004
5557,Aarkus (Earth-616),\/Aarkus_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,72,Nov-40,1940
13136,Aloysius Kare (Earth-616),\/Aloysius_Kare_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,72,Nov-50,1950
15258,Ringo Kid (Earth-616),\/Ringo_Kid_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,72,Aug-54,1954
2356,Maynard Tiboldt (Earth-616),\/Maynard_Tiboldt_(Earth-616),Public Identity,,Green Eyes,Black Hair,Male Characters,,Living Characters,72,Sep-62,1962
1434,Esteban Coraz\u00f3n de Ablo (Earth-616),\/Esteban_Coraz%C3%B3n_de_Ablo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,72,Sep-64,1964
2143,Marvin Flumm (Earth-616),\/Marvin_Flumm_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,72,Feb-66,1966
2207,Nathaniel Richards (Earth-616),\/Nathaniel_Richards_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,72,Nov-84,1984
65598,Kathryn Cushing (Earth-616),\/Kathryn_Cushing_(Earth-616),,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,72,Nov-85,1985
1270,Cameron Hodge (Earth-616),\/Cameron_Hodge_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,72,Feb-86,1986
16955,Alistaire Stuart (Earth-616),\/Alistaire_Stuart_(Earth-616),No Dual Identity,,Variable Eyes,Variable Hair,Male Characters,,Living Characters,72,Mar-89,1989
19600,Stacy Dolan (Earth-616),\/Stacy_Dolan_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,72,May-90,1990
5704,Sleepwalker (Earth-616),\/Sleepwalker_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,72,Jun-91,1991
15909,Ben Hamill (Earth-616),\/Ben_Hamill_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,72,Jan-04,2004
2339,Ivan Kragoff (Earth-616),\/Ivan_Kragoff_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,71,Apr-63,1963
10092,Marco Scarlotti (Earth-616),\/Marco_Scarlotti_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,71,Jan-68,1968
318201,Jennifer Takeda (Earth-616),\/Jennifer_Takeda_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,71,Aug-10,2010
485760,Broo (Earth-616),\/Broo_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,71,Sep-11,2011
2113,Robert Grayson (Earth-616),\/Robert_Grayson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,70,Dec-50,1950
2481,Boris Bullski (Earth-616),\/Boris_Bullski_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,70,Sep-65,1965
2546,Maximillian Coleridge (Earth-616),\/Maximillian_Coleridge_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,70,Apr-76,1976
36806,Oracle (Sybil) (Earth-616),\/Oracle_(Sybil)_(Earth-616),Public Identity,Good Characters,Pink Eyes,Blond Hair,Female Characters,,Living Characters,70,Oct-77,1977
16726,Hope Abbott (Earth-616),\/Hope_Abbott_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Living Characters,70,Jun-05,2005
494335,"Nicholas Fury, Jr. (Earth-616)","\/Nicholas_Fury,_Jr._(Earth-616)",No Dual Identity,Good Characters,One Eye,Bald,Male Characters,,Living Characters,70,Jan-12,2012
1627,Fin Fang Foom (Earth-616),\/Fin_Fang_Foom_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,69,Oct-61,1961
23865,Shalla-Bal (Earth-616),\/Shalla-Bal_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,69,Aug-68,1968
2059,Samuel Saxon (Earth-616),\/Samuel_Saxon_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,69,Feb-69,1969
1433,Jean DeWolff (Earth-616),\/Jean_DeWolff_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,69,Aug-76,1976
1066,Blanche Sitznski (Earth-616),\/Blanche_Sitznski_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,69,Jun-80,1980
1189,Tanya Sealy (Earth-616),\/Tanya_Sealy_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,69,Jun-80,1980
19220,Joy Mercado (Earth-616),\/Joy_Mercado_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,69,Sep-83,1983
1530,Bennet du Paris (Earth-616),\/Bennet_du_Paris_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,69,Jul-93,1993
6720,Martha Franklin (Earth-616),\/Martha_Franklin_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,69,Nov-98,1998
308241,Bentley Wittman (Clone) (Earth-616),\/Bentley_Wittman_(Clone)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,69,Oct-09,2009
37465,Rachel van Helsing (Earth-616),\/Rachel_van_Helsing_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,68,Jul-72,1972
2100,Jerome Beechman (Earth-616),\/Jerome_Beechman_(Earth-616),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,68,Jun-73,1973
2449,Tyros (Earth-616),\/Tyros_(Earth-616),Public Identity,Bad Characters,Grey Eyes,No Hair,Male Characters,,Deceased Characters,68,Oct-79,1979
1561,Yukio (Earth-616),\/Yukio_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,68,Sep-82,1982
1327,Lila Cheney (Earth-616),\/Lila_Cheney_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,68,Nov-84,1984
2310,Thomas Fireheart (Earth-616),\/Thomas_Fireheart_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,68,Sep-84,1984
20286,Everett Ross (Earth-616),\/Everett_Ross_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,68,Sep-98,1998
117507,Criti Noll (Clone) (Earth-616),\/Criti_Noll_(Clone)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,68,Sep-06,2006
4326,Kenneth Hale (Earth-616),\/Kenneth_Hale_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,67,Mar-54,1954
55311,Korg (Earth-616),\/Korg_(Earth-616),No Dual Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Living Characters,67,Aug-62,1962
2711,Mark Raxton (Earth-616),\/Mark_Raxton_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,Living Characters,67,Sep-65,1965
2159,Calvin Rankin (Earth-616),\/Calvin_Rankin_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,67,Apr-66,1966
1355,Basil Sandhurst (Earth-616),\/Basil_Sandhurst_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,67,Apr-69,1969
2304,Hobie Brown (Earth-616),\/Hobie_Brown_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,67,Nov-69,1969
5515,Topaz (Earth-616),\/Topaz_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,67,Jan-74,1974
2526,Shadow King (Earth-616),\/Shadow_King_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,67,Jan-79,1979
3145,William Cross (Earth-616),\/William_Cross_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,67,Jun-79,1979
19169,Lance Bannon (Earth-616),\/Lance_Bannon_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,67,Sep-80,1980
1558,Rita DeMara (Earth-616),\/Rita_DeMara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,67,Feb-86,1986
392311,Tong (Moloid) (Earth-616),\/Tong_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,Transgender Characters,Living Characters,67,Mar-10,2010
2504,Romulus Augustulus (Earth-616),\/Romulus_Augustulus_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,66,Jan-63,1963
5625,Super-Adaptoid (Earth-616),\/Super-Adaptoid_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,66,Oct-66,1966
2466,John Proudstar (Earth-616),\/John_Proudstar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,66,May-75,1975
1039,Christoph Nord (Earth-616),\/Christoph_Nord_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,66,Feb-92,1992
15414,Maya Lopez (Earth-616),\/Maya_Lopez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,66,Dec-99,1999
14478,Old Lace (Earth-616),\/Old_Lace_(Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,,Living Characters,66,Aug-03,2003
239187,Humberto Lopez (Earth-616),\/Humberto_Lopez_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,66,May-09,2009
2188,Morgan le Fay (Earth-616),\/Morgan_le_Fay_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Purple Hair,Female Characters,,Living Characters,65,May-55,1955
1365,Luchino Nefaria (Earth-616),\/Luchino_Nefaria_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,65,Feb-65,1965
1887,Jennifer Kale (Earth-616),\/Jennifer_Kale_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Bisexual Characters,Deceased Characters,65,Dec-72,1972
5417,Douglas Scott (Earth-616),\/Douglas_Scott_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,65,Oct-81,1981
19510,Ashley Kafka (Earth-616),\/Ashley_Kafka_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,65,Jul-91,1991
16460,Robert Herman (Earth-616),\/Robert_Herman_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,65,Oct-01,2001
256371,Shuri (Earth-616),\/Shuri_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,65,May-05,2005
1769,Justin Hammer (Earth-616),\/Justin_Hammer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,64,Mar-79,1979
2669,Michael Steel (Earth-616),\/Michael_Steel_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,64,Dec-80,1980
68260,Kristoff Vernard (Earth-616),\/Kristoff_Vernard_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,64,Oct-82,1982
1690,Gateway (Earth-616),\/Gateway_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,64,May-88,1988
104599,Lily Hollister (Earth-616),\/Lily_Hollister_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,64,Jan-08,2008
2502,Tyr Odinson (Earth-616),\/Tyr_Odinson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,63,Oct-62,1962
1941,Krang (Earth-616),\/Krang_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,63,Sep-63,1963
2316,Zebediah Killgrave (Earth-616),\/Zebediah_Killgrave_(Earth-616),Public Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,,Living Characters,63,Oct-64,1964
1738,En Dwi Gast (Earth-616),\/En_Dwi_Gast_(Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,63,Oct-69,1969
16087,Arthur Stacy (Earth-616),\/Arthur_Stacy_(Earth-616),,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,63,Feb-71,1971
37421,David Griffith (Earth-616),\/David_Griffith_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,63,Aug-72,1972
1739,Franklin Hall (Earth-616),\/Franklin_Hall_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,63,Apr-77,1977
16580,Microtron (Earth-616),\/Microtron_(Earth-616),,,,,,,Living Characters,63,Jan-79,1979
26827,Sara Wolfe (Earth-616),\/Sara_Wolfe_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,63,Dec-79,1979
10106,Simon Utrecht (Earth-616),\/Simon_Utrecht_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,63,Dec-80,1980
2403,Vertigo (Savage Land Mutate) (Earth-616),\/Vertigo_(Savage_Land_Mutate)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Female Characters,,Deceased Characters,63,Mar-82,1982
18968,Armando Mu\u00f1oz (Earth-616),\/Armando_Mu%C3%B1oz_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,63,Feb-06,2006
318203,Jeanne Foucault (Earth-616),\/Jeanne_Foucault_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,63,Aug-10,2010
2141,Bruno Horgan (Earth-616),\/Bruno_Horgan_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,62,Nov-63,1963
2179,Owen Reece (Earth-616),\/Owen_Reece_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,62,Nov-63,1963
5512,Phineas Mason (Earth-616),\/Phineas_Mason_(Earth-616),Public Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,,Living Characters,62,May-63,1963
2692,Man-Beast (Earth-616),\/Man-Beast_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,62,Nov-66,1966
2580,Candace Southern (Earth-616),\/Candace_Southern_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,62,Apr-67,1967
19547,Heather Glenn (Earth-616),\/Heather_Glenn_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,62,Oct-75,1975
5437,Rintrah (Earth-616),\/Rintrah_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Green Hair,Male Characters,,Living Characters,62,Dec-86,1986
68313,Kevin Masterson (Earth-616),\/Kevin_Masterson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,62,Jun-88,1988
1599,Arkady Rossovich (Earth-616),\/Arkady_Rossovich_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,,Deceased Characters,62,Jan-92,1992
16538,Karima Shapandar (Earth-616),\/Karima_Shapandar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,62,Jun-00,2000
286426,Norah Winters (Earth-616),\/Norah_Winters_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,62,Dec-08,2008
318208,Brandon Sharpe (Earth-616),\/Brandon_Sharpe_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,62,Aug-10,2010
1556,Plan Chu (Earth-616),\/Plan_Chu_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,61,Oct-56,1956
7993,William Connors (Earth-616),\/William_Connors_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,61,Nov-63,1963
2176,Modred (Earth-616),\/Modred_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,61,Oct-75,1975
10108,James Darnell (Earth-616),\/James_Darnell_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,61,Dec-80,1980
57175,Carnage (Symbiote) (Earth-616),\/Carnage_(Symbiote)_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Agender Characters,,Living Characters,61,Mar-92,1992
89976,Venus (Siren) (Earth-616),\/Venus_(Siren)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,61,Oct-06,2006
17520,Lance Temple (Outlaw Kid) (Earth-616),\/Lance_Temple_(Outlaw_Kid)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,60,Sep-54,1954
1855,Impossible Man (Earth-616),\/Impossible_Man_(Earth-616),No Dual Identity,Neutral Characters,Purple Eyes,No Hair,Male Characters,,Living Characters,60,Feb-63,1963
2234,Robert Hunter (Earth-616),\/Robert_Hunter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,60,Sep-74,1974
1602,Onslaught (Psychic Entity) (Earth-616),\/Onslaught_(Psychic_Entity)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,60,May-96,1996
1864,Irene Merryweather (Earth-616),\/Irene_Merryweather_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,60,Nov-97,1997
425350,E.V.A. (Earth-616),\/E.V.A._(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,60,Sep-02,2002
392307,Mik (Moloid) (Earth-616),\/Mik_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,60,Mar-10,2010
1944,Kro (Earth-616),\/Kro_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59,Aug-40,1940
405871,Toni Turner (Earth-616),\/Toni_Turner_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,59,Jan-62,1962
1714,Melvin Potter (Earth-616),\/Melvin_Potter_(Earth-616),Public Identity,,Blue Eyes,Bald,Male Characters,,Living Characters,59,Jul-66,1966
2677,Billy Russo (Earth-616),\/Billy_Russo_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,59,Oct-76,1976
2585,Anath-Na Mut (Earth-616),\/Anath-Na_Mut_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59,Feb-77,1977
